SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC11625,42,0,675,0,1375,0.6,1187,1
SSC11626,45,2000,843,150,2125,0.8,1850,2.7
SSC11627,36,740,987,120,2124,0.7,1875,2.4
SSC11628,48,1175,474,0,1124,0.7,966,2.9
SSC11629,49,0,449,0,0,1,1024,2
SSC11630,53,1474,687,0,1812,0.6,1312,1.9
SSC11631,44,1288,533,250,1323,0.7,1002,2.1
SSC11632,42,867,674,0,1624,1,1437,2.8
SSC11633,0,0,0,0,0,0,0,0
SSC11634,43,0,833,50,1937,0.8,1624,2.3
SSC11635,51,650,392,115,1281,0.6,725,1.5
SSC11636,35,2200,676,415,1934,1.1,1779,3.1
SSC11637,50,1500,476,210,1187,0.8,1075,2.2
SSC11638,39,2500,934,420,2515,0.9,1922,2.5
SSC11639,52,1335,467,290,1107,0.8,892,2.2
SSC11640,50,1810,669,250,1583,0.7,1421,2.7
SSC11641,36,2730,834,400,2347,1,1579,2.1
SSC11642,54,0,274,0,900,1.1,900,2
SSC11643,51,0,530,0,1292,0.5,1125,1.3
SSC11644,54,0,900,0,2624,1,1625,2
SSC11645,40,2167,806,510,2345,0.8,2440,3.4
SSC11646,50,1874,412,0,866,0.6,664,2.1
SSC11647,38,0,524,0,1291,0.7,1187,2.2
SSC11648,68,0,1066,0,0,0,0,2
SSC11649,46,1083,481,200,1122,0.7,833,2.2
SSC11650,47,1733,585,220,1375,0.9,1458,2.7
SSC11651,0,0,0,0,0,0,0,0
SSC11652,43,2000,614,110,1771,0.9,1694,2.9
SSC11653,63,0,262,0,0,0.3,549,1
SSC11654,43,2453,681,230,1625,0.8,1562,2.5
SSC11655,38,2650,900,265,2062,0.8,1958,3.1
SSC11656,43,2000,846,430,2429,0.8,2094,2.8
SSC11657,51,997,478,145,1208,0.7,1047,2.3
SSC11658,38,1613,572,300,1548,0.8,1204,2.5
SSC11659,31,2000,730,400,1852,1,1906,3.5
SSC11660,44,2024,662,250,2143,0.6,2094,2.3
SSC11661,39,2167,578,225,1666,0.7,1625,3
SSC11662,56,0,899,0,2250,0.4,2083,2.1
SSC11663,52,1506,749,0,2200,0.7,1958,2.6
SSC11664,35,2000,712,390,1861,0.9,1757,3
SSC11665,33,1500,718,300,1643,0.8,1395,2.5
SSC11666,59,1400,404,120,1031,1,512,1.9
SSC11667,45,2685,797,650,2531,0.8,2259,3
SSC11668,53,1566,562,220,1281,0.8,1125,2.3
SSC11669,41,3600,693,280,1375,0.8,1218,2.8
SSC11670,32,2167,883,450,2285,0.8,2213,3.2
SSC11671,48,0,634,250,1291,0.5,1291,1.9
SSC11672,38,1884,733,410,2047,0.8,1888,2.9
SSC11673,41,2400,723,438,2049,0.8,1991,3.2
SSC11674,44,3250,762,310,2208,0.7,1625,2.6
SSC11675,42,1300,458,275,1135,0.8,995,2.7
SSC11676,46,1798,475,185,1437,0.9,945,2.4
SSC11677,30,0,819,0,0,0,0,0
SSC11678,42,1500,672,288,1636,0.8,1420,2.5
SSC11679,51,1250,762,60,1875,0.8,1843,2.5
SSC11680,50,1083,470,305,1047,0.8,900,2.3
SSC11681,49,1328,468,210,1187,0.8,1020,2.6
SSC11682,34,2400,785,570,2418,0.9,2476,3.6
SSC11683,47,0,349,0,0,0,0,1
SSC11684,33,2000,802,410,1967,0.9,1910,3.1
SSC11685,50,1300,486,240,1117,0.7,848,2.2
SSC11686,0,0,0,0,0,0,0,0
SSC11687,0,0,0,0,0,0,0,0
SSC11688,52,0,900,0,2349,0.9,2299,2.7
SSC11689,27,1907,966,320,2187,0.7,2138,2.9
SSC11690,38,2167,754,200,2075,0.7,1792,2.7
SSC11691,55,1286,840,0,1625,0.7,1125,2.1
SSC11692,36,0,762,135,2050,0.8,1812,2.8
SSC11693,38,1517,735,205,1850,0.8,1527,2.8
SSC11694,44,2128,691,0,1424,0.7,1350,2.5
SSC11695,55,834,746,0,1125,0.5,1062,1.6
SSC11696,56,0,437,0,575,0.7,537,2.3
SSC11697,56,1737,575,0,1542,0.8,1542,2.1
SSC11698,46,1362,624,25,1437,0.6,1350,2.5
SSC11699,51,1159,519,0,1437,0.8,1333,2.4
SSC11700,42,1500,784,240,1895,0.7,1541,2.6
SSC11701,48,1560,537,120,1624,0.7,1156,2.2
SSC11702,33,542,383,120,871,0.7,758,2.5
SSC11703,56,0,429,190,850,0.7,589,1.5
SSC11704,32,2600,1234,480,2816,0.8,2813,3.1
SSC11705,39,836,677,150,1478,0.8,1197,2.4
SSC11706,46,0,637,0,1937,0.7,1875,2.7
SSC11707,47,2275,495,30,1375,0.6,1187,2.1
SSC11708,39,1343,618,295,1406,0.7,1215,2.6
SSC11709,47,975,464,120,1144,0.8,900,2.5
SSC11710,33,0,737,0,1624,1.1,1625,3.3
SSC11711,41,1517,576,275,1357,0.7,1096,2.4
SSC11712,49,1333,489,300,1125,0.9,846,2.3
SSC11713,41,0,724,0,0,0,0,2
SSC11714,42,1625,634,100,2166,0.7,2166,2.9
SSC11715,36,1079,677,46,1625,0.6,1531,3.2
SSC11716,49,2167,634,0,1875,0.7,1792,2.1
SSC11717,53,0,612,0,1375,0.4,1312,1.8
SSC11718,40,2800,857,650,2629,1,2313,2.9
SSC11719,57,0,200,0,0,1,0,1
SSC11720,50,1517,550,200,1375,0.9,881,2.1
SSC11721,42,1517,509,310,1258,0.8,989,2.3
SSC11722,35,1400,719,340,1495,0.9,1203,1.9
SSC11723,46,3033,584,0,1875,0.7,1874,3.6
SSC11724,47,0,1062,0,2374,0.2,2250,4
SSC11725,40,1517,625,260,1477,0.7,1155,2.3
SSC11726,43,0,537,0,0,0,0,2
SSC11727,54,0,664,0,1374,0.7,1124,1.5
SSC11728,52,0,537,0,1042,0.6,1031,2.3
SSC11729,39,2000,764,420,2437,0.8,2474,3
SSC11730,36,1733,916,275,2166,0.7,1875,2.9
SSC11731,48,1153,590,150,1406,0.7,956,2.5
SSC11732,53,1083,519,0,1208,0.6,724,1.6
SSC11733,43,1300,537,255,1282,0.8,956,2.3
SSC11734,0,0,0,0,0,0,0,0
SSC11735,51,1600,493,0,1791,0.5,1125,2.1
SSC11736,42,975,537,0,1274,0.7,900,2.4
SSC11737,0,0,0,0,0,0,0,0
SSC11738,31,1733,504,390,1366,1.2,1332,3
SSC11739,56,2405,697,105,2285,0.8,1401,2.6
SSC11740,57,1064,638,260,1292,0.9,900,2
SSC11741,46,1300,557,198,1362,0.8,1097,2.5
SSC11742,43,1000,578,0,1437,0.7,1053,2.5
SSC11743,41,2900,909,600,2692,0.8,2557,3.2
SSC11744,66,1000,450,0,1374,0.7,725,2
SSC11745,42,2100,622,275,1375,0.6,1187,2.5
SSC11746,0,0,0,0,0,0,0,0
SSC11747,59,0,350,0,1649,0.5,649,2
SSC11748,65,0,725,0,0,0,0,2
SSC11749,55,650,669,0,1416,0.6,1292,1.8
SSC11750,51,0,593,0,1083,0.6,1042,1.8
SSC11751,0,0,0,0,0,0,0,0
SSC11752,48,1000,432,200,1343,0.8,714,2.1
SSC11753,45,1950,612,370,1718,0.7,1324,2.5
SSC11754,85,0,480,198,0,0.9,483,1
SSC11755,50,1409,477,340,1094,0.7,960,2.2
SSC11756,33,1950,506,420,1522,1,1572,3.6
SSC11757,33,2058,436,370,1334,1.1,1184,3.4
SSC11758,51,1192,585,195,1624,0.7,1156,2.2
SSC11759,35,3200,720,360,1812,0.9,1666,3.1
SSC11760,51,600,523,118,1062,0.8,956,2.2
SSC11761,37,1950,446,448,1413,1,1489,3.7
SSC11762,41,0,749,0,0,0.7,3499,0
SSC11763,40,1300,433,210,968,0.8,879,2.8
SSC11764,34,3900,1146,1000,3678,0.9,3731,3.8
SSC11765,43,1517,495,194,1625,0.8,1333,2.8
SSC11766,46,0,525,0,1124,0,900,0
SSC11767,48,2167,1043,350,3036,0.7,2843,3
SSC11768,28,1733,608,250,1281,0.9,1187,3.1
SSC11769,58,1517,489,238,1075,0.7,876,2
SSC11770,39,2800,1205,550,3417,0.9,2555,2.5
SSC11771,47,2481,456,275,1125,0.8,899,2.5
SSC11772,44,0,1062,100,2250,0.6,1624,2.3
SSC11773,40,2442,670,240,1792,0.8,1791,3
SSC11774,29,2600,983,530,2339,0.8,2343,3.1
SSC11775,42,2075,590,0,1354,0.8,1221,2.4
SSC11776,52,975,477,144,1157,0.7,841,2.1
SSC11777,50,2006,588,205,1583,0.7,1192,2.1
SSC11778,33,1647,598,320,1612,0.8,1412,2.7
SSC11779,46,1684,687,0,2083,0.9,2062,2.9
SSC11780,51,1360,477,170,1312,0.7,675,2.1
SSC11781,38,2167,650,440,1765,0.9,1608,3
SSC11782,36,1500,670,230,1519,0.8,1287,2.6
SSC11783,31,975,1034,75,2250,0.9,2125,2.9
SSC11784,46,1042,677,40,1593,0.6,1218,2.2
SSC11785,43,2367,753,405,2074,0.8,2128,3.2
SSC11786,43,2600,738,400,2312,0.8,2239,3.2
SSC11787,39,1733,1124,0,2124,0.9,2124,2.7
SSC11788,46,0,575,0,0,0,1062,0
SSC11789,63,0,816,0,2250,0.8,1375,1.5
SSC11790,31,1950,445,370,1209,1.1,1120,3.2
SSC11791,32,2010,537,410,1463,1,1388,3.2
SSC11792,45,600,445,141,1008,0.7,788,2.3
SSC11793,38,0,232,0,466,0.8,462,3.3
SSC11794,41,1517,523,250,1343,0.8,1086,2.4
SSC11795,47,1517,451,365,1195,0.7,1135,2.7
SSC11796,44,1106,581,150,1312,0.9,1156,2.8
SSC11797,52,2113,771,270,1625,0.8,1375,2.7
SSC11798,60,0,575,0,0,0.5,0,2
SSC11799,44,0,875,0,1875,0.6,1875,2.2
SSC11800,43,1300,567,270,1430,0.8,1375,2.8
SSC11801,46,1500,453,290,1050,0.8,900,2.7
SSC11802,40,0,634,0,1437,0.6,1062,2.1
SSC11803,46,1181,542,180,1349,0.7,1022,2.3
SSC11804,35,0,274,0,1124,0,1124,0
SSC11805,41,2167,1178,375,2756,0.8,2493,2.8
SSC11806,42,2392,653,275,1480,0.8,1455,3.2
SSC11807,52,0,274,0,0,0.3,900,1.5
SSC11808,52,1500,627,190,1343,0.8,1194,2.2
SSC11809,41,1997,656,300,1843,0.8,1399,2.7
SSC11810,38,1500,427,200,1199,0.8,966,2.9
SSC11811,48,0,933,0,0,0,0,0
SSC11812,38,1517,620,250,1628,0.8,1270,2.4
SSC11813,42,1517,764,231,1859,0.7,1493,2.3
SSC11814,38,1307,756,0,1624,0.6,1437,2.9
SSC11815,45,639,550,0,1104,0.7,1062,2.5
SSC11816,0,0,0,0,0,0,0,0
SSC11817,43,700,710,100,1768,0.7,1275,2.4
SSC11818,24,0,0,0,0,0,0,0
SSC11819,54,867,414,100,739,1,743,2.3
SSC11820,43,1863,459,200,1375,0.5,1125,2.3
SSC11821,44,1767,811,0,1968,0.7,1843,2.3
SSC11822,42,1200,534,220,1195,0.8,948,2.4
SSC11823,46,400,417,50,790,0.7,739,2.3
SSC11824,43,1625,550,335,1417,0.8,1258,2.6
SSC11825,26,2082,393,310,1334,1,998,2.7
SSC11826,40,2383,825,460,2160,0.9,1763,2.5
SSC11827,41,2800,855,600,2707,0.9,2523,3.1
SSC11828,44,3000,801,500,2621,0.9,2164,2.8
SSC11829,32,0,1062,0,0,1,2250,4
SSC11830,48,1560,476,318,1171,0.8,852,2.3
SSC11831,40,1159,425,200,949,0.9,887,2.4
SSC11832,49,1800,523,245,1391,0.7,1210,2.7
SSC11833,43,0,474,266,1024,0.7,1562,2.5
SSC11834,45,1202,541,110,1228,0.6,1093,2.6
SSC11835,47,1733,665,248,1656,0.7,1519,2.7
SSC11836,59,0,537,0,0,0,0,2.4
SSC11837,65,0,899,0,3124,0.6,3124,2
SSC11838,38,1950,698,350,1876,0.8,1360,2.2
SSC11839,42,2221,784,350,2518,0.8,1792,2.6
SSC11840,36,1900,776,378,1913,0.8,1452,2.3
SSC11841,44,2167,589,135,1927,0.8,1028,2.3
SSC11842,31,1560,704,315,1546,0.8,1472,2.8
SSC11843,36,1993,576,440,1698,0.8,1553,3
SSC11844,39,2100,621,420,1872,0.9,1580,2.8
SSC11845,56,2058,630,0,1625,0.9,1208,2.1
SSC11846,58,1430,675,100,1937,0.6,1166,1.9
SSC11847,54,850,434,0,788,0.7,658,1.5
SSC11848,0,0,0,0,0,0,0,0
SSC11849,53,1980,537,250,1224,0.7,1087,2.2
SSC11850,39,1359,644,220,1625,0.8,1461,2.8
SSC11851,50,867,481,180,1091,0.7,829,2.2
SSC11852,55,1800,689,350,1399,0.7,1271,2.2
SSC11853,34,2383,909,0,1874,0.8,1812,3
SSC11854,53,993,354,150,744,0.7,674,2.3
SSC11855,46,2900,1312,0,3833,0.9,1624,1.9
SSC11856,28,1817,762,335,2124,1,1874,3.8
SSC11857,56,2167,619,120,1375,0.7,1062,2.3
SSC11858,61,1430,439,280,958,0.7,784,2
SSC11859,33,2500,859,530,2430,0.8,2416,3.5
SSC11860,31,1733,610,390,1520,1.4,1509,2.8
SSC11861,46,1950,745,150,1937,0.8,1647,2.6
SSC11862,56,1884,780,0,2050,0.7,1875,1.9
SSC11863,40,0,574,0,1999,0,900,2
SSC11864,54,0,537,0,2499,0.6,2499,2
SSC11865,49,1327,443,280,1015,0.8,825,2.3
SSC11866,30,1950,680,400,1727,1,1718,3.5
SSC11867,0,0,0,0,0,0,0,0
SSC11868,67,1042,452,277,812,0.9,723,1.8
SSC11869,57,1550,471,230,981,0.8,792,2
SSC11870,34,0,1187,0,0,1.3,0,4
SSC11871,53,0,824,250,1999,0,1625,2
SSC11872,36,2174,876,400,2456,0.9,2270,2.8
SSC11873,58,1733,501,280,1098,0.7,874,2
SSC11874,46,952,556,150,1304,0.7,1037,2.3
SSC11875,46,1000,704,139,1387,0.8,1226,2.3
SSC11876,51,0,725,0,0,0.6,1812,1.5
SSC11877,27,2342,463,750,1341,1.6,1505,3
SSC11878,54,0,699,0,0,0.4,999,1.5
SSC11879,44,0,784,0,2125,0.6,2124,3.1
SSC11880,35,2274,789,520,2072,0.8,2060,3.2
SSC11881,40,1733,678,350,1799,0.8,1496,2.6
SSC11882,55,1517,596,0,1874,0.6,1437,2.4
SSC11883,42,2383,763,430,2233,0.9,1864,2.8
SSC11884,54,1083,483,268,1273,0.8,841,1.9
SSC11885,39,1950,1437,0,2750,0.7,2374,2.3
SSC11886,32,1600,493,320,1319,1,1237,3.2
SSC11887,32,1756,426,271,1023,1,968,3.3
SSC11888,34,1762,678,350,1899,0.8,1780,2.9
SSC11889,62,0,762,0,0,0,1749,2
SSC11890,37,2300,827,475,2279,0.9,2111,3
SSC11891,46,2700,1114,545,3568,0.8,3035,3
SSC11892,46,1000,494,150,1142,0.8,810,2.4
SSC11893,53,0,612,0,1499,0.7,1374,2.1
SSC11894,40,975,617,0,1399,0.9,1375,2.8
SSC11895,48,945,459,225,1023,0.7,791,2
SSC11896,42,867,749,12,1474,0.8,1449,2.8
SSC11897,45,1433,585,200,1333,0.8,1187,2.7
SSC11898,50,1300,437,245,1062,0.7,916,2.3
SSC11899,55,1300,403,165,1125,0.8,900,2.4
SSC11900,44,2861,803,175,2321,0.8,2062,3
SSC11901,50,0,399,0,0,0,0,2
SSC11902,41,2167,809,340,2080,0.8,1756,2.5
SSC11903,59,758,446,72,1125,0.8,587,1.6
SSC11904,43,1660,885,0,1875,0.7,1812,2.2
SSC11905,33,1741,678,370,1712,0.9,1551,3
SSC11906,42,2384,566,300,1562,0.9,1228,2.8
SSC11907,45,988,553,210,1281,0.8,987,2.3
SSC11908,40,0,575,195,2999,0.9,1375,1.8
SSC11909,40,1863,667,351,1826,0.8,1542,2.8
SSC11910,40,3033,725,0,1375,0.7,725,2.5
SSC11911,33,2000,668,420,1497,1.2,1337,2.6
SSC11912,39,975,656,150,1562,0.8,1234,2.4
SSC11913,49,1560,464,250,1318,0.8,1208,2.6
SSC11914,41,1589,715,330,1714,0.7,1471,2.6
SSC11915,33,2000,591,450,1712,1,1790,3.7
SSC11916,44,1500,729,300,1781,0.8,1562,2.8
SSC11917,35,1890,666,390,1609,0.8,1411,2.6
SSC11918,42,1718,833,100,1468,0.6,1375,2.1
SSC11919,55,1200,518,238,1083,0.6,1031,1.6
SSC11920,49,1083,562,180,1326,0.7,991,2.3
SSC11921,44,2500,837,385,2577,0.8,2602,3.2
SSC11922,55,1500,420,0,924,0.8,866,2.4
SSC11923,41,2383,885,200,2150,0.7,2062,2.9
SSC11924,40,1712,563,323,1414,0.9,1366,2.8
SSC11925,31,2000,770,450,1836,1.2,1860,2.9
SSC11926,30,2167,910,480,2179,0.9,2172,3.4
SSC11927,0,0,0,0,0,0,0,0
SSC11928,47,1800,774,0,1875,0.6,1416,2
SSC11929,31,2167,729,460,1846,1.2,1810,2.9
SSC11930,30,2000,681,450,1655,1.3,1635,2.8
SSC11931,49,1647,480,215,1042,0.7,939,2
SSC11932,46,0,383,0,0,1.2,0,3
SSC11933,43,396,762,175,1906,0.5,1625,2.1
SSC11934,39,1733,508,303,1213,1,1218,2.7
SSC11935,32,2167,690,500,2028,1,2084,3.7
SSC11936,36,2150,746,455,1931,1.1,1696,2.6
SSC11937,40,2500,838,580,2421,0.8,2273,3.1
SSC11938,56,1235,495,230,1125,0.8,974,2.1
SSC11939,44,1213,486,300,1284,0.7,1027,2.3
SSC11940,43,1863,681,220,1468,0.7,1300,2.2
SSC11941,45,1800,732,435,2180,0.8,1937,2.7
SSC11942,34,1950,699,410,1912,0.8,1826,3.1
SSC11943,42,2600,627,350,1908,0.9,1720,3.2
SSC11944,42,2009,941,350,2468,0.7,2333,2.8
SSC11945,47,0,574,1,1062,0.7,1083,2.2
SSC11946,43,1450,479,340,1375,0.8,1156,2.6
SSC11947,45,663,425,0,1125,1,725,2.3
SSC11948,50,1560,443,0,1062,1.1,866,2
SSC11949,0,0,0,0,0,0,0,0
SSC11950,47,1300,534,235,1322,0.7,1024,2.3
SSC11951,32,2113,589,450,1707,1,1725,3.6
SSC11952,51,867,506,85,1156,0.6,974,2.3
SSC11953,45,0,725,0,0,0,0,0
SSC11954,42,3500,939,500,3535,0.9,2700,2.8
SSC11955,30,2000,861,320,2248,0.8,2113,2.9
SSC11956,46,2200,560,0,2150,0.8,2166,3.3
SSC11957,0,0,0,0,0,0,0,0
SSC11958,44,1650,805,325,2208,0.7,1958,2.7
SSC11959,41,0,741,200,2125,0.5,2062,2.7
SSC11960,50,2949,1095,686,2583,0.9,2071,2.2
SSC11961,52,3809,1095,570,3250,0.6,3250,2.7
SSC11962,48,1477,461,231,933,0.9,725,2.1
SSC11963,42,2299,762,415,2051,0.9,1780,2.6
SSC11964,32,2000,483,475,1369,1.2,1382,3
SSC11965,40,2600,715,518,2219,0.9,2094,3.2
SSC11966,57,1560,548,248,1225,0.7,864,1.8
SSC11967,66,2669,644,0,1656,0.5,1156,1.7
SSC11968,46,1473,566,300,1416,0.7,1071,2.3
SSC11969,49,1975,525,0,1562,0.6,1042,1.6
SSC11970,58,1114,536,250,1152,0.7,949,2.1
SSC11971,47,855,504,180,1142,0.7,924,2.5
SSC11972,47,1092,541,50,1224,0.8,1050,2.5
SSC11973,40,0,769,0,2166,0.4,2083,3.7
SSC11974,43,2500,848,620,2532,0.8,2466,3.2
SSC11975,62,1203,427,240,854,0.7,723,1.9
SSC11976,46,0,820,230,1874,0.6,1624,2.3
SSC11977,45,1950,700,100,1478,0.8,1458,2.2
SSC11978,35,1800,637,360,1560,0.9,1401,2.9
SSC11979,44,3017,808,451,2329,0.8,2170,3.1
SSC11980,54,0,412,200,1166,0.5,724,2.3
SSC11981,41,1287,542,230,1228,0.8,971,2.4
SSC11982,59,0,412,0,687,0.8,725,1.8
SSC11983,45,1647,665,300,1712,0.8,1536,2.6
SSC11984,53,912,556,128,1875,0.7,1625,2.4
SSC11985,57,0,366,0,575,0.5,593,1.8
SSC11986,22,0,200,0,0,0,0,0
SSC11987,44,1300,528,240,1374,0.8,1125,2.8
SSC11988,48,0,574,0,0,0,612,1.4
SSC11989,45,2660,469,0,1093,0.6,900,2
SSC11990,34,1733,763,350,1621,0.9,1354,2.1
SSC11991,42,758,759,40,1485,0.6,1305,2.3
SSC11992,43,1300,545,225,1208,0.7,1083,2.6
SSC11993,50,1560,547,0,1300,1.1,1125,2.2
SSC11994,70,0,556,0,0,0.3,900,1.5
SSC11995,49,0,337,0,450,0.6,537,2
SSC11996,0,0,0,0,0,0,0,0
SSC11997,0,0,0,0,0,0,0,0
SSC11998,49,1993,706,312,2011,0.7,1703,2.6
SSC11999,48,1600,450,0,1437,0.7,1375,2.7
SSC12000,36,1890,734,360,1714,0.8,1385,2.4
SSC12001,39,2340,780,380,2213,0.9,1784,2.7
SSC12002,53,2062,759,250,1699,0.7,1531,2.4
SSC12003,56,0,374,0,0,0.6,0,0
SSC12004,44,2167,1146,350,3035,0.8,2963,2.9
SSC12005,47,1350,695,0,1437,0.7,1333,2.3
SSC12006,42,325,675,5,1542,0.7,1312,3.1
SSC12007,54,0,630,0,2124,0.4,1625,1.8
SSC12008,56,542,419,170,933,0.7,710,2.2
SSC12009,27,0,1062,0,0,0,0,0
SSC12010,46,2167,537,0,1125,0.8,900,2.6
SSC12011,40,2000,816,40,1812,0.7,1770,2.3
SSC12012,47,1294,548,130,1156,0.9,1028,2.6
SSC12013,0,0,0,0,0,0,0,0
SSC12014,47,789,603,130,1330,0.7,1110,2.2
SSC12015,66,0,466,0,1374,0.4,1124,1.7
SSC12016,36,2383,1221,415,3044,0.8,2820,3.1
SSC12017,39,3000,811,235,2333,1,2349,3.3
SSC12018,51,1559,586,0,1541,0.7,1312,2.3
SSC12019,35,2037,819,0,1624,0.9,1437,2.8
SSC12020,61,0,474,0,0,0.3,474,1
SSC12021,35,1766,763,113,1768,0.8,1525,2.6
SSC12022,54,1600,456,225,1078,0.7,924,2.5
SSC12023,29,1558,398,300,1046,1,850,2.5
SSC12024,45,1842,660,410,1724,0.7,1492,2.6
SSC12025,0,0,0,0,0,0,0,0
SSC12026,44,1517,533,210,1350,0.9,1151,2.5
SSC12027,41,2273,712,345,2174,0.8,2161,3.4
SSC12028,37,0,449,0,1687,0.8,1375,2
SSC12029,0,0,0,0,0,0,0,0
SSC12030,34,1590,781,313,1786,0.8,1450,2.4
SSC12031,65,0,280,0,1125,0.6,1125,2.6
SSC12032,37,1450,700,275,1675,0.8,1492,2.9
SSC12033,58,1334,662,0,1458,0.6,900,1.8
SSC12034,53,0,624,0,1999,0.9,1687,2
SSC12035,50,2084,900,175,2449,0.7,2100,2.9
SSC12036,66,0,612,155,1149,0.7,725,1.7
SSC12037,48,1344,468,250,1224,0.8,942,2.4
SSC12038,0,0,0,0,0,0,0,0
SSC12039,41,0,900,0,2749,0.5,0,2
SSC12040,32,1517,725,200,1791,0.7,1374,3.1
SSC12041,56,1300,391,200,1062,0.6,790,1.8
SSC12042,29,2600,963,520,2197,0.8,2231,3.2
SSC12043,42,0,900,0,0,0,0,4
SSC12044,48,1083,643,100,1600,0.7,1268,2.1
SSC12045,49,1509,566,300,1306,0.7,1167,2.5
SSC12046,39,1200,575,218,1365,0.8,1078,2.4
SSC12047,42,1975,816,13,2600,0.7,1874,3
SSC12048,38,1767,722,350,1877,0.8,1435,2.4
SSC12049,50,1517,397,231,1041,0.7,942,2.3
SSC12050,47,1300,427,350,1093,1,959,2.8
SSC12051,42,1517,673,305,1593,0.8,1257,2.5
SSC12052,44,1213,746,280,2024,0.8,1474,2.6
SSC12053,45,0,525,0,1321,0.8,1218,2.6
SSC12054,43,1733,519,280,1312,0.8,1325,2.6
SSC12055,46,1800,532,378,1471,0.7,1212,2.5
SSC12056,0,0,0,0,0,0,0,0
SSC12057,52,867,420,190,917,0.7,698,2
SSC12058,46,3625,840,275,2312,0.7,2150,2.4
SSC12059,45,1300,442,200,1187,0.8,700,1.9
SSC12060,47,4000,1151,850,3558,0.7,3422,3
SSC12061,52,1800,597,250,1525,0.8,1255,2.3
SSC12062,37,2600,850,0,2750,0.5,2583,2.9
SSC12063,44,1200,966,0,2166,0.6,1937,2.1
SSC12064,47,1997,548,295,1525,0.8,1093,2.7
SSC12065,54,2000,678,0,1583,0.6,1458,2
SSC12066,38,1636,658,0,1812,0.8,1666,3.1
SSC12067,44,1584,483,320,1359,0.8,1097,2.5
SSC12068,22,0,779,250,2204,0.9,2173,3.2
SSC12069,74,0,0,0,0,0,0,0
SSC12070,43,2059,433,0,966,0.8,1062,2.4
SSC12071,37,1928,812,300,2007,0.8,1692,2.6
SSC12072,41,1473,599,275,1471,0.9,1375,2.9
SSC12073,42,2600,791,600,2376,0.8,2273,3
SSC12074,35,1950,703,400,1929,0.8,1813,3
SSC12075,40,0,575,0,1624,0.8,900,2.5
SSC12076,50,1400,458,240,1003,0.8,795,2.3
SSC12077,46,1517,555,300,1335,0.8,976,2.1
SSC12078,45,0,637,158,1542,0.8,1593,2.3
SSC12079,33,2000,771,400,2115,0.9,2039,3.2
SSC12080,35,1517,532,280,1414,0.9,1260,2.9
SSC12081,45,0,900,0,0,0.5,900,1
SSC12082,34,4108,700,0,1187,0.8,1187,3.2
SSC12083,42,1617,541,223,1375,0.9,1166,2.8
SSC12084,39,2000,621,280,2083,0.9,1875,2.7
SSC12085,28,1900,461,355,1783,0.8,1296,2.6
SSC12086,43,1950,568,343,1375,0.8,1218,2.7
SSC12087,44,1896,770,320,2062,0.6,1624,2.3
SSC12088,35,2600,889,630,2587,0.8,2564,3.4
SSC12089,32,2512,991,595,2552,0.9,2559,3.5
SSC12090,35,1768,663,315,1673,0.8,1445,2.8
SSC12091,44,1842,687,200,1625,0.8,1449,2.6
SSC12092,43,2300,672,346,1825,0.8,1895,3.2
SSC12093,30,0,658,300,1375,0.9,1208,3
SSC12094,41,2167,588,400,1601,0.9,1613,3.4
SSC12095,44,997,447,213,892,0.8,712,2
SSC12096,44,1430,492,311,1157,0.8,1061,2.7
SSC12097,51,867,550,46,900,0.6,1187,1.7
SSC12098,67,0,524,0,0,1,0,1
SSC12099,26,2600,514,515,2200,1.1,1646,2.4
SSC12100,42,2800,798,420,2577,0.8,2604,3.4
SSC12101,40,2500,698,234,2265,0.9,2050,3.4
SSC12102,49,1337,715,7,1458,0.7,1187,2.3
SSC12103,46,1274,507,110,1166,0.8,788,2.3
SSC12104,62,0,374,0,0,0.5,1149,2
SSC12105,54,0,900,0,0,0,0,0
SSC12106,54,0,450,0,0,0,1649,0
SSC12107,39,0,724,0,1499,0.6,1499,2
SSC12108,55,1076,564,0,1083,0.6,1031,1.6
SSC12109,55,1517,477,300,1201,0.7,1025,2.5
SSC12110,0,0,0,0,0,0,0,0
SSC12111,54,867,490,150,1125,0.6,914,1.9
SSC12112,0,0,0,0,0,0,0,0
SSC12113,48,0,629,120,1624,0.7,1624,2.1
SSC12114,48,0,599,0,1625,0.7,1125,2.3
SSC12115,55,1138,423,120,899,0.6,749,1.9
SSC12116,50,1989,651,388,1639,0.8,1306,2.3
SSC12117,42,2000,716,400,1985,0.8,1836,2.8
SSC12118,49,1929,639,420,1708,0.7,1581,2.5
SSC12119,60,1463,479,270,1125,0.6,873,2.1
SSC12120,52,1734,687,200,1437,0.6,1624,2
SSC12121,51,792,560,0,2250,0.8,2125,2.6
SSC12122,47,1733,587,185,1487,0.8,1325,2.5
SSC12123,46,2000,543,90,1375,0.6,1125,2.4
SSC12124,39,0,693,30,1187,0.5,1100,2.7
SSC12125,45,1950,722,370,2004,0.7,1798,2.6
SSC12126,50,1300,374,0,1166,0.7,899,2.3
SSC12127,52,412,384,0,784,0.6,739,2.7
SSC12128,49,1300,488,245,1131,0.8,1104,2.7
